state,action_0,action_1,action_2,action_3,action_4,action_5
0,0.0,0.0,0.0,0.0,0.0,0.0
1,7.440590511045976,8.52584900105654,7.440590511045976,8.52584900105654,9.62206969803691,-0.4741509989440475
2,11.847841748838803,12.977617928120003,11.847841748838803,12.977617928119402,14.118805988000002,3.977617928119517
3,8.52584900105654,9.62206969803691,8.525848999254562,9.622069698035398,10.729363331350415,0.6220696980368342
4,1.153183206071227,-11.712481927912489,-11.064748989503515,-11.018915266582926,-19.032959686872832,-18.98155284879328
5,0.0,0.0,0.0,0.0,0.0,0.0
6,-12.017030609917194,-12.665365992262153,1.1531832060712235,-12.691248844784381,-21.69454897782728,-21.595274266715442
7,4.249497532277398,2.492867258320909,-9.127383078450551,-9.106194777200034,-6.940101853655709,-16.356547445553083
8,9.62206969803691,7.727273407578093,7.438731786214311,8.485789599318547,-1.2348244406058249,-16.558397978015307
9,5.30252275987616,3.445254713167541,-4.710532285991846,3.410200409868163,-5.6514489216727055,-18.193053164148886
10,0.0,0.0,0.0,0.0,0.0,0.0
11,6.366184605933987,4.536666062395849,3.5329302251936907,-10.019419845459188,-3.7725504709273134,-17.23781205634959
12,2.392162972197398,0.6876879892186636,3.207002556954624,-0.46646932013394066,-9.377610056666471,-7.724364988514015
13,5.30252275987616,-10.184998980240177,4.487638802180436,4.21351751882366,-18.232194188019115,-18.188494300270346
14,0.9009718090656051,0.8658745895063815,3.207002556954624,1.4076104897669093,-7.456181403929856,-7.024235072857138
15,0.0,0.0,0.0,0.0,0.0,0.0
16,17.612000000000002,18.8,17.612000000000002,18.8,9.8,20.0
17,10.729363331350415,9.622069698036283,10.72936277607626,9.62206969803691,0.6220696980369098,8.52584900105245
18,15.271521200000002,14.118805988000002,12.977617928120003,14.118805988000002,5.118805988000002,12.977617928120003
19,11.8478417488388,10.729363331350415,11.847841748838803,10.729363331350415,1.7293633313504149,9.622069698036906
20,0.0,0.0,0.0,0.0,0.0,0.0
21,6.366178817115016,7.440590511045976,7.4404923395688165,8.52584900105654,-1.5594094889548586,-1.5594173941542926
22,10.729363331350415,11.847841734531295,11.847841748838803,12.977617928120003,2.8478417488388033,2.847841748808011
23,7.440572026214226,-6.5615433732191955,8.525753649436204,9.62206969803691,-1.1897281007832918,-0.4780626292690598
24,2.174932531385078,-10.275026983980595,-0.604848551038367,-11.057511358017349,-19.258256692097895,-18.4238713452337
25,0.0,0.0,0.0,0.0,0.0,0.0
26,2.174932531385078,-11.79977782731474,-12.618864905893487,-12.652073047888756,-21.61697624112383,-19.839188947495316
27,5.30252275987616,-8.214465717625862,-8.326970556342697,-9.104613276827319,-18.044651378967817,-18.03376077362449
28,8.52584900105654,-6.600171972359528,-6.642615055181388,-6.689280676900136,-1.5594096941693099,-2.216430624496472
29,4.249497532277398,-11.688720990587512,-4.704930775485058,-10.979647175678897,-13.712016060490095,-18.13437246446223
30,0.0,0.0,0.0,0.0,0.0,0.0
31,5.30252275987616,-9.950404648069185,-9.952948965954132,-9.992806088705601,-19.03099274842408,-19.028254734973288
32,4.249497532277398,-10.860216886213486,3.1717500365496427,0.7438939455182565,-6.49093245411981,-19.773291503911217
33,6.366184605935515,3.695192898977946,-10.208861358817938,2.246681214559133,-3.739369680077628,-4.471206327078441
34,4.249497532277398,-9.084929961636865,-8.332498034429614,1.3804991354784746,-14.56352183510416,-11.866135086875001
35,0.0,0.0,0.0,0.0,0.0,0.0
36,16.43588,17.612000000000002,17.612000000000002,18.8,8.612000000000002,8.612000000000002
37,11.847841735126122,9.793699669098823,10.618993895219113,9.62206969803691,1.5458995759722272,1.6152353105861132
38,14.118805988000002,12.933571854595133,12.139008848031676,14.116550644362489,3.977501651768685,3.9775336922215896
39,12.977617928120003,11.847841748837263,11.847841748838803,10.729363331350415,2.8478417488388033,2.8478417488388033
40,0.0,0.0,0.0,0.0,0.0,0.0
41,3.207002556954624,-10.401718647879191,1.067742665412583,-10.402009892925454,-19.36818823543183,-19.40310477375194
42,7.440590511045976,-8.281993309648817,5.197416860789359,5.62167381308928,-17.475734542193067,-2.664094579572687
43,-9.416243747297596,-9.412690543105194,2.174932531385078,-9.412684985634916,-16.519785235627268,-17.365363487445375
44,4.610835045111552,6.362209366887459,7.440590511045976,5.592281493896306,-18.0995192051758,-2.637575335139234
45,0.0,0.0,0.0,0.0,0.0,0.0
46,5.295616040589989,6.356770081941558,7.440590511045976,6.36552866993498,-2.639718200615042,-16.558521800648418
47,8.52569668638696,9.583872613824344,10.729363331350415,9.583860458061443,0.6203790580919201,-12.884192675791736
48,7.440590511045976,5.621692026414441,-9.387024506055775,-9.095907521796853,-3.487200206500755,-3.4508845106069646
49,3.207002556954624,-13.52331971305839,-14.219698380143646,-13.366630410641362,-22.429786121044767,-20.724811462407246
50,0.0,0.0,0.0,0.0,0.0,0.0
51,4.249497532277398,2.5364481724797328,1.5198036026004247,2.5443811259645512,-18.915245138558703,-6.326127712243814
52,5.302522759874671,-9.193630970081824,-10.029347839747306,-9.967506441573542,-16.263782761919252,-18.184810815780175
53,7.440590511045976,5.590093081949237,-8.960846576642076,6.327601100342002,-3.320180677367728,-2.634002904915617
54,5.30252275987616,3.5663685781630132,-8.40409711160533,3.5724255856949445,-5.25754389621136,-17.35340799920368
55,0.0,0.0,0.0,0.0,0.0,0.0
56,12.977617928120003,11.847738814916912,10.729363330703386,11.847841748195478,2.8478417488387273,2.8478365212204175
57,15.271521200000002,16.43588,17.612000000000002,16.43588,7.435880000000001,7.435880000000001
58,12.977617927394586,10.14695447887189,10.610686739402512,10.976450671161743,1.1858464281284653,2.0156487904729095
59,14.118805987998343,12.940323830790879,14.073300090788846,12.143099117111504,3.9360200018790077,-10.91314875
60,0.0,0.0,0.0,0.0,0.0,0.0
61,2.174932531385078,-10.833004355910125,-0.44785711725254085,0.9600862481239888,-7.939709465150245,-9.500451339558106
62,5.59091309082977,-9.169247381867805,-8.454067034063879,6.366184605935515,-18.074222661081816,-4.417279719482134
63,3.207002556954624,-9.39249312752334,1.1481798932957585,-9.45055217181289,-7.4124073582011185,-7.405958562652961
64,6.366184605935015,7.333377825003655,8.52584900105654,5.669139501742848,-1.5613958540380766,-2.338394218161464
65,0.0,0.0,0.0,0.0,0.0,0.0
66,6.366096346553993,7.438718155157561,8.52584900105654,6.365534018705791,-1.5594142482407463,-1.5594095137030777
67,9.622069457483942,10.729363330740405,11.847841748838803,9.622069697968751,1.7293633313404912,1.7293633313504149
68,6.366184605935515,-8.484683741979316,-9.09694151063353,4.8459587557129495,-12.744528016674689,-18.10917094080226
69,2.174932531383553,1.112601938732363,-13.535388591460508,-13.522052287211471,-19.989810801025218,-19.878182217795086
70,0.0,0.0,0.0,0.0,0.0,0.0
71,3.1717853778744116,-10.918854373562727,-10.184673026981438,3.207002556954624,-19.916712790081636,-7.363517706028601
72,6.366184605935515,4.577843962141638,-9.322811167009418,-9.977797839678127,-16.16458234668399,-4.330404634526057
73,8.52584900105654,-9.110902130119284,-9.15750217619102,-9.069697979253709,-17.241381255365084,-16.35897238871572
74,6.366184605935515,2.494229705589279,-8.36038762067886,4.06224181963634,-8.813714356609482,-8.84884412713469
75,0.0,0.0,0.0,0.0,0.0,0.0
76,11.847841748838803,10.72936333135041,9.622069697399631,11.847841748838803,1.7293633313504149,1.7293633313504149
77,16.43588,17.612000000000002,18.8,16.43588,8.612000000000002,8.612000000000002
78,11.847841748838803,10.727411009976132,9.621602120187848,11.845445382447767,0.9533555716848421,1.7012899223817113
79,15.271521200000002,14.118805988000002,12.977617928120003,12.977617128736124,5.118805987966449,5.118805987999998
80,0.0,0.0,0.0,0.0,0.0,0.0
81,-10.90223426025228,-11.098034240393309,-11.077128533724931,1.153183206071227,-9.35525007269799,-18.17672996752232
82,-9.060149533670097,-8.499070863718549,-8.490152921173642,5.30252275987616,-17.453954692658456,-17.485600659877583
83,-9.989332717288674,-10.26267011476555,1.1230787079124749,2.174932531385078,-18.239863646387516,-18.305049843840163
84,7.440590511045976,8.52584900105654,8.52584900105654,7.4405902410803355,9.62206969803691,-0.47415099894345936
85,0.0,0.0,0.0,0.0,0.0,0.0
86,7.440590510989062,8.525849001027252,8.525849000458875,7.440590019355504,9.62206969803691,-0.47415147699621973
87,10.729363331350406,11.8478417488388,11.847841748838803,10.729363331350415,12.977617928120003,2.8478417488373
88,5.30252275987616,3.534521809646624,-10.032116165304997,-9.210474962654539,-18.95610639941478,-17.21346193257947
89,1.153183206071227,-12.666324642300355,-12.71665326288394,-14.193401295729409,-22.456771178202263,-22.529780240850336
90,0.0,0.0,0.0,0.0,0.0,0.0
91,2.174932531385078,0.04052484562656522,0.5602831826285255,-10.87612600183861,-15.706904184627632,-19.146190661901464
92,5.30252275987616,-9.359209150171191,-9.316458364450723,4.536721553897575,-18.35526047892521,-16.406130261029997
93,7.440590511045894,-9.191152894290648,-9.147605083820446,-9.076470847640014,-17.14245773377664,-17.31807113966112
94,5.30252275987616,-9.191368084663013,-9.147694112570699,-8.43982851019435,-16.62976309567978,-18.188101470548478
95,0.0,0.0,0.0,0.0,0.0,0.0
96,10.729363331350413,9.62206969803691,9.622069698036897,10.729363331350415,0.622069698036906,8.52584900105654
97,17.612000000000002,18.8,18.8,17.612000000000002,9.8,20.0
98,10.729363331350415,9.62206945643733,9.620136909367265,10.7293633299725,0.622069686132396,8.525848767194791
99,14.118805988000002,12.977617928120003,12.977617928120003,14.118805988000002,3.9776179281200026,11.847841748838803
100,0.0,0.0,0.0,0.0,0.0,0.0
101,6.366184605935515,8.52584900105654,6.366184605935515,7.440590511045976,-1.5594094889540244,-1.5594094889554764
102,10.72936333123332,12.977617928120003,10.729363331316737,11.847841748826777,2.8478034775617496,2.8478417488387717
103,7.440590511045969,9.62206969803691,7.440590511045902,8.52584899872191,-0.4741509989461615,-0.47415101075590094
104,1.5226644594501315,-11.007931569583763,2.174932531385078,-10.984739398453307,-16.41086322238832,-19.89413503816533
105,0.0,0.0,0.0,0.0,0.0,0.0
106,-11.886549337637518,-12.65159106197645,2.174932531385078,-11.97838351571556,-21.6184340022214,-21.670578734404767
107,5.29917100457332,-7.4929492450039845,5.30252275987616,2.4001379636510545,-6.60193913535143,-4.9037067873364455
108,10.729363331350415,8.525848583589502,8.525848996912169,9.6220696972198,0.6220649200584756,0.5840773854793039
109,6.366184605935515,4.249184906676836,4.249497532198792,5.302522759603884,-3.6974772512830913,-3.697479515193025
110,0.0,0.0,0.0,0.0,0.0,0.0
111,7.440590511045976,4.499339675465465,4.584493095081397,6.327440693598704,-2.6678099739451966,-17.36253129675484
112,4.249497532277398,1.3312126635967436,3.4001084605680383,-11.080806642951748,-7.263467554726898,-19.048217038019818
113,6.364218865081191,3.488948078560978,6.366184605935515,4.528439273447599,-4.01699446660046,-3.699265078742794
114,0.7741972013755186,2.174932531385078,-9.957225174619143,0.6375079454364396,-17.28220848270831,-9.627343152612966
115,0.0,0.0,0.0,0.0,0.0,0.0
116,16.43588,18.8,16.43588,17.612000000000002,8.612000000000002,8.612000000000002
117,11.847841748838803,9.62206969803691,11.847841748838793,10.729363331350415,1.7293633313504149,1.7293633313490053
118,16.43588,14.118805988000002,14.118805988000002,15.271521200000002,6.271521199999998,6.271521200000001
119,12.977617928120003,10.727416790896033,12.977617928118356,11.847841748838803,2.8478417488388033,2.8478417488300605
120,0.0,0.0,0.0,0.0,0.0,0.0
121,5.261801566345994,7.440590511045976,6.363762106457901,7.4405902643282875,-2.672477688626656,-3.3654346661395773
122,9.62206969803691,11.847841748838803,10.729363331350415,11.847841748838803,1.7293633313504149,1.7293633313504149
123,6.3661846059067955,8.52584872341864,7.440590510980229,8.52584900105654,-1.5594094889540244,-1.5594095006109518
124,3.207002556954624,-11.056146029267975,-10.212062936357894,0.5577316522358541,-6.850974367027987,-6.888137424116998
125,0.0,0.0,0.0,0.0,0.0,0.0
126,3.207002556954624,-11.782054281827275,-11.882356173596131,-12.725723794947523,-12.788335978789673,-18.0778929357592
127,6.366184605935515,2.7690657544033406,5.259185241490079,3.634651360508326,-3.7240474780662507,-17.24350041119378
128,9.62206969803691,7.440590290964746,8.525848764778797,9.621405874684719,-0.47415101141297683,-0.4763281850963832
129,5.300474541352272,-11.798797344976785,4.249395997376591,5.30252275987616,-4.750503273895525,-4.775079392267819
130,0.0,0.0,0.0,0.0,0.0,0.0
131,6.366184605935515,-9.129646421927813,5.266005048205387,6.3273471856832115,-3.733575267713122,-4.4262537060245055
132,5.30252275987616,2.41716255475645,3.496734182164725,1.7370838684512053,-18.302305166177987,-4.786662728755733
133,7.440590511045976,5.302316198494823,6.366180688299751,5.300525336540903,-2.6339568934529103,-2.647517380988547
134,5.30252275987616,3.0241915711562144,4.24949548104644,0.8961681388349069,-4.750545189709814,-4.750504764493434
135,0.0,0.0,0.0,0.0,0.0,0.0
136,15.271521200000002,17.612000000000002,16.43588,17.612000000000002,7.435880000000001,7.435880000000001
137,12.977617928120003,8.523959412597545,11.80197933384654,10.729363331350413,2.8477339010460887,2.8478363340968733
138,15.271521199966285,12.977612434633432,14.118800600894623,15.271521200000002,5.11880597163336,5.1188059879588454
139,14.118805988000002,11.847841748838803,12.977617928119999,11.847841748838803,3.9776179281200026,3.9776176823218785
140,0.0,0.0,0.0,0.0,0.0,0.0
141,4.249497532277398,1.514290328200926,2.1747731211667647,3.203511638384996,-5.793172477720469,-6.428251097548563
142,8.52584900105654,6.366182654568637,-9.359135197840077,7.440585342077803,-16.52382394872191,-1.5612625959286373
143,5.30252275987616,-9.410599816871377,3.174677660680405,-10.109936461830666,-19.138905213207366,-4.786584826564045
144,3.577335973862794,5.553873706201781,6.366184605935515,4.619405809909359,-3.6992022540771354,-3.7012458632942327
145,0.0,0.0,0.0,0.0,0.0,0.0
146,3.582859040038972,6.356766969489865,6.366184605935515,4.621161536008653,-4.376804302218724,-3.731639546870536
147,7.440590509979598,9.622069679878571,9.62206969803691,8.525844553912414,-0.47415101001996796,-0.4741551082413138
148,8.52584900105654,-8.224004763339773,6.366178801453613,6.654817478719484,-2.3075096998660007,-1.5984582580960216
149,4.249497532277398,-13.727541635963362,1.435828255084683,2.420479755464841,-5.794970974964171,-6.627047366033231
150,0.0,0.0,0.0,0.0,0.0,0.0
151,5.30252275987616,2.538804540702663,2.552390097268789,4.247826335928504,-4.794019478109484,-4.750531462975502
152,6.366184605935515,-9.305320902816668,6.364241430836061,5.2987544086936795,-3.7355642036743344,-3.697492766090801
153,8.52584900105654,6.366090456566379,8.403051021598127,7.440585319818706,-1.5613915489272894,-1.55941411288845
154,5.634901776565612,3.5746804437003528,6.366184605935515,4.625769256801366,-3.732254725661507,-3.706533962849683
155,0.0,0.0,0.0,0.0,0.0,0.0
156,14.118805988000002,11.847841748838803,11.847841748838803,12.977617928120003,3.9776179281200026,3.9776179281200026
157,14.118805988000002,16.43588,16.43587999996229,15.271521200000002,6.271521200000001,6.271521200000001
158,14.118805988000002,11.847825344576636,11.847733356188357,12.977617928080429,3.977617927432373,3.9776176797111753
159,15.271515806588594,12.977412150572079,15.271521200000002,14.118699780547777,5.118805987966953,5.118805987354218
160,0.0,0.0,0.0,0.0,0.0,0.0
161,3.206918347937348,1.1530954434933856,0.005993925808786549,3.207002556954624,-6.826602519844408,-6.825067641596947
162,6.644862832592106,-8.4510847848613,4.5829047514233725,7.440590511045976,-2.6423615757176817,-2.6657038083920566
163,4.249497532277398,2.145980458696677,1.6021322333995536,3.566438491034317,-5.79302097271896,-5.824420789069574
164,5.302522759876157,7.440590510980915,7.440590511045976,5.30252275987616,-2.6338153940644844,-2.6338153940644844
165,0.0,0.0,0.0,0.0,0.0,0.0
166,5.3025184385063975,7.440590511044334,7.440590511045976,5.302522546411416,-2.6338153940987117,-2.633815394610652
167,8.525848996866433,10.729363331350415,10.72936333131979,8.525848779389309,0.622069698010624,0.6220696980369098
168,7.440590511045976,3.8828891672651276,5.2642560264247615,7.4009948578462375,-2.672754081246678,-3.326100228943432
169,-12.888374888088416,-0.27408606858170315,1.1508578230638615,3.207002556954624,-9.073493798307771,-20.819950653281463
170,0.0,0.0,0.0,0.0,0.0,0.0
171,4.213766022273092,-10.920910053170294,2.1749072276677333,4.249497532277398,-6.265762234207614,-5.8667438382297314
172,7.440590511045976,5.3025181805049195,5.300786467146038,5.300712756564885,-2.6339124995082512,-2.633820603008704
173,9.62206969803691,-9.149182488576699,7.400570320565293,6.613432889352632,-0.47435759265081534,-0.474256424066542
174,7.440590511045976,5.202447076158653,5.302379968574025,5.300492034499031,-2.635546451998018,-2.633816190603711
175,0.0,0.0,0.0,0.0,0.0,0.0
176,12.977617928120003,10.729363331345784,10.729363331350413,12.977617928120003,2.8478417488388033,2.8478417488371774
177,15.271521200000002,17.612000000000002,17.612000000000002,15.271521200000002,7.435880000000001,7.435880000000001
178,12.977617928120003,10.729363331349926,10.729363331320032,12.977617928120003,2.847841748804754,2.8478417352261434
179,16.43588,14.118805988000002,14.118805988000002,14.118805988000002,6.271521200000001,6.271521200000001
180,0.0,0.0,0.0,0.0,0.0,0.0
181,-10.32086132374074,-11.028702826658435,-10.377676990065591,2.174932531385078,-17.074145209622035,-19.817230458615885
182,5.596188623429903,-8.48819708476925,5.2666444340047,6.366184605935515,-16.668018465420154,-3.7005858336076822
183,3.207002556954624,0.63370977373721,-9.977188504262124,-9.451554176597252,-7.39778697068686,-6.885023107865699
184,6.366184578332712,8.52584900105654,7.440590511045976,6.366184605935515,-1.559409488954033,-1.5594094889540244
